0234.png	0.0922088714728406	0.07754142180371688
0042.png	0.10821990427317028	0.845040564230095
0018.png	0.11234451203758335	0.699814366614188
0188.png	0.11926298638890659	0.6572380237387032
0037.png	0.13407654723946325	0.9088483752454035
0167.png	0.13638490848760224	0.8264167469562933
0020.png	0.13895797087271866	0.5049085901450786
0032.png	0.14070028301140206	0.7855963822276129
0014.png	0.14516648070709043	0.06764749280672848
0058.png	0.14556357492610206	0.47519995239818913
0100.png	0.15051517448841703	0.48771179972523276
0101.png	0.15594581213615244	0.13579884978605022
0007.png	0.16122282252389838	0.7610824873743814
0075.png	0.16319494327455145	0.8553734286418536
0106.png	0.16436530710647407	0.22109962263693797
a16.png	0.17006707115957131	0.5432906408046126
0159.png	0.17139757624049504	0.268016807057371
0065.png	0.17239558178031963	0.5808792377655787
0203.png	0.17301674463098643	0.14982488087247206
0040.png	0.17425305414087072	0.7275227346977599
0189.png	0.17656204299380884	0.6632260700786597
0274.png	0.17836067007585846	0.7375150895700051
0240.png	0.18277924736364332	0.6910747769589987
0275.png	0.1840514083836555	0.6577051953245296
0421.png	0.18701728342580606	0.4122184319853642
0077.png	0.19149468067554556	0.7121053487780359
0323.png	0.1918231144854058	0.10136414160126646
0256.png	0.19242307230587094	0.038102882159795695
0324.png	0.194273241023002	0.057657681600435856
0072.png	0.19619944592227917	0.16170589736788105
0295.png	0.196833987317411	0.35658176937820446
0286.png	0.19726529141093635	0.6693463524459781
0268.png	0.19961824156240382	0.24248880148585164
a18.png	0.2021533835426051	0.1371903478372481
0033.png	0.20428122407934327	0.22095826893353943
a13.png	0.2047802573737498	0.5042622045068866
0013.png	0.20514023088705657	0.38871405809674475
0038.png	0.20664846746793972	0.848992647364267
0267.png	0.20732543093312278	0.06485408704929645
a41.png	0.20777478318693204	0.6094579731056261
a47.png	0.20823413058522397	0.12273973776673237
0160.png	0.20865745400203914	0.12840324850854823
0157.png	0.2091330264941528	0.05964505427255452
a31.png	0.20918825395830504	0.4454831602140384
0296.png	0.20953187954706207	0.5255948269405215
0039.png	0.21006602908229943	0.6998667595682521
a37.png	0.2108712232569963	0.4639748206538691
0431.png	0.2109500454794954	0.73540453244056
0254.png	0.2122571402456303	0.330211391485504
a38.png	0.21485611649730615	0.265849102085091
0005.png	0.21564686422219206	0.45487525851821825
0045.png	0.21872326347467294	0.7141621845262722
0190.png	0.22166464103591987	0.8047677012165518
0325.png	0.22242582578936584	0.0382917100354924
0209.png	0.22356926266019764	0.5585495124324548
0041.png	0.22400018639719085	0.7462919594067136
0099.png	0.22474468838348627	0.3237073289357692
0257.png	0.22839459835604456	0.0365938385592833
a12.png	0.22917497753300775	0.5027776026050416
a52.png	0.22922042873619197	0.29322032833439093
a42.png	0.23180449344823253	0.15374111745854813
0036.png	0.23505475673816453	0.727659733063885
a17.png	0.23559484474261266	0.11309900740819862
0158.png	0.2368083707963884	0.3808973935994721
0044.png	0.23970643096234204	0.7373172706061616
0109.png	0.23993049031402675	0.19087187348113807
0318.png	0.24084367831247255	0.5007747230073267
0250.png	0.24193844078274784	0.4932399282571803
a36.png	0.24307179146369734	0.434178893845161
0029.png	0.24323223427408788	0.14348322468972122
0120.png	0.2456735989279968	0.17771331758907485
0310.png	0.24699176821650598	0.3987547069417158
0047.png	0.24739452515566332	0.4986418009933846
0248.png	0.24813942051287735	0.5976659472278858
0213.png	0.24917486769451713	0.0
0294.png	0.2507100228976905	0.31614922259202227
0057.png	0.2511380320491774	0.3573798890242252
0309.png	0.2525693481653237	0.5063089736282032
0051.png	0.2525993282237465	0.11284759187497338
0238.png	0.2530634926411598	0.06821967938389273
0303.png	0.2546919952551767	0.4700471141562172
0264.png	0.25492061742265454	0.3696416224936621
0314.png	0.2559905712683568	0.2257165916013642
0235.png	0.2562866024918242	0.4988078090541409
0117.png	0.26500205201339344	0.13040301404269894
0052.png	0.26580054535451797	0.236328595519152
0043.png	0.2689648896298211	0.7449862351220867
